timestamp,actual_close,predicted_close,predicted_direction,actual_direction,direction_confidence,price_error,price_error_pct
1759462020.0,120353.8,120179.11438842774,0,0,0.4973323345184326,174.68561157226213,0.1451145827348453
1759462080.0,120310.93,120176.25438842774,0,0,0.4973323345184326,134.67561157225282,0.11188019056493347
1759462140.0,120310.21,120120.61438842774,0,0,0.4973323345184326,189.59561157226562,0.15757717456112422
1759462200.0,120298.85,120121.95417480469,0,0,0.4973323345184326,176.8958251953154,0.147020459260962
1759462260.0,120295.28,120105.94408325195,0,0,0.4973323345184326,189.3359167480521,0.15738052508080919
1759462320.0,120289.12,120102.18438842773,0,0,0.4973323345184326,186.93561157226213,0.1553901907969858
1759462380.0,120306.67,120090.52417480468,0,1,0.4973323345184326,216.1458251953154,0.17968859128349715
1759462440.0,120325.1,120110.29417480469,0,1,0.4973323345184326,214.8058251953189,0.1785452639412756
1759462500.0,120334.96,120126.53417480469,0,1,0.4973323345184326,208.42582519531425,0.1732188655813746
1759462560.0,120464.78,120136.46438842773,0,1,0.4973323345184326,328.3156115722668,0.27283454345912717
1759462620.0,120446.79,120266.11438842774,0,0,0.4973323345184326,180.67561157225282,0.14998219110995478
1759462680.0,120439.02,120247.13438842773,0,0,0.4973323345184326,191.88561157227377,0.15931292173850728
1759462740.0,120471.8,120241.61438842774,0,1,0.4973323345184326,230.18561157226213,0.19112023432395386
1759462800.0,120489.08,120273.20438842774,0,1,0.4973323345184326,215.87561157226446,0.17919182046940815
1759462860.0,120449.88,120291.93438842773,0,0,0.4973323345184326,157.94561157227145,0.13108549823149707
1759462920.0,120465.08,120266.23438842774,0,1,0.4973323345184326,198.84561157226562,0.16506528218424052
1759462980.0,120455.06,120266.48438842774,0,0,0.4973323345184326,188.57561157226155,0.15653964748312252
1759463040.0,120477.18,120256.46417480469,0,1,0.4973323345184326,220.71582519530784,0.1832349966828358
1759463100.0,120451.04,120278.58438842773,0,0,0.4973323345184326,172.4556115722662,0.14314379832949795
1759463160.0,120447.13,120250.42417480469,0,0,0.4973323345184326,196.70582519531308,0.16331044054597793
1759463220.0,120449.44,120249.32408325195,0,1,0.4973323345184326,200.11591674805095,0.1661431071188701
1759463280.0,120453.16,120250.64438842774,0,1,0.4973323345184326,202.51561157226388,0.16813357358856218
1759463340.0,120425.79,120254.64438842774,0,0,0.4973323345184326,171.14561157225398,0.14208468910612448
1759463400.0,120421.03,120226.70438842774,0,0,0.4973323345184326,194.32561157226155,0.16136610128624262
1759463460.0,120390.28,120222.43438842773,0,0,0.4973323345184326,167.84561157226562,0.13938230853221037
1759463520.0,120413.5,120192.14438842774,0,1,0.4973323345184326,221.3556115722604,0.18386431678404866
1759463580.0,120398.07,120214.90438842773,0,0,0.4973323345184326,183.1656115722726,0.1521138506664723
1759463640.0,120391.09,120196.68417480469,0,0,0.4973323345184326,194.40582519531017,0.16147296239130818
1759463700.0,120409.0,120193.59417480469,0,1,0.4973323345184326,215.40582519531017,0.17892009871679398
1759463760.0,120318.04,120191.8641748047,0,0,0.4973323345184326,126.1758251952997,0.10480550136223392
1759463820.0,120379.04,120142.07417480469,0,1,0.4973323345184326,236.96582519530784,0.19691250280998757
1759463880.0,120343.57,120165.19417480468,0,0,0.4973323345184326,178.3758251953259,0.14819724868693973
1759463940.0,120334.68,120144.97438842774,0,0,0.4973323345184326,189.70561157225166,0.15763668268462672
1759464000.0,120334.96,120136.08417480468,0,1,0.4973323345184326,198.8758251953259,0.16526891931347298
1759464060.0,120336.74,120131.21438842773,0,1,0.4973323345184326,205.5256115722732,0.170801908165793
1759464120.0,120348.98,120138.47438842774,0,1,0.4973323345184326,210.50561157225457,0.17492997924268436
1759464180.0,120303.41,120150.46438842773,0,0,0.4973323345184326,152.94561157227145,0.1270850072051011
1759464240.0,120292.09,120104.82408325195,0,0,0.4973323345184326,187.26591674804513,0.15566134092284753
1759464300.0,120328.07,120093.56438842774,0,1,0.4973323345184326,234.50561157226912,0.1949467127136707
1759464360.0,120322.81,120129.48417480469,0,0,0.4973323345184326,193.32582519530843,0.16066559459380422
1759464420.0,120359.55,120123.02408325195,0,1,0.4973323345184326,236.52591674805444,0.19657806863642166
1759464480.0,120377.67,120176.30438842773,0,1,0.4973323345184326,201.3656115722697,0.16728205927670112
1759464540.0,120353.74,120177.01438842773,0,0,0.4973323345184326,176.72561157227028,0.14681180977796937
1759464600.0,120344.99,120152.44438842773,0,0,0.4973323345184326,192.54561157227727,0.15998666199500833
1759464660.0,120362.06,120146.39438842774,0,1,0.4973323345184326,215.66561157225806,0.17920614025748643
1759464720.0,120348.88,120163.46417480469,0,0,0.4973323345184326,185.41582519531948,0.15404839797135367
1759464780.0,120349.13,120150.29408325195,0,1,0.4973323345184326,198.8359167480521,0.16521624482623157
1759464840.0,120353.04,120128.69417480468,0,1,0.4973323345184326,224.3458251953125,0.18644633748114206
1759464900.0,120354.64,120153.97408325196,0,1,0.4973323345184326,200.6659167480393,0.16673172558595076
1759464960.0,120354.58,120158.37438842774,0,0,0.4973323345184326,196.2056115722662,0.16301973335841388
1759465020.0,120380.34,120156.75438842774,0,1,0.4973323345184326,223.5856115722563,0.18577122792817793
